,자치구명,행정동명,년도,인허가일자,폐업일자,영업상태코드,영업상태명,사업장명,X,Y,시설총규모,규모분기,총층수1,업소위치분기,영업기간,당월_매출_금액,당월_매출_건수,점포수,cluster_id,역이름,SX,SY,호선,distance,d_code
831,종로구,삼청동,2009,2009-02-12,2017-10-26,2,폐업,소프트리,126.97890430000001,37.58078886,12.0,1,7.0,1,3178,1081377468.0,68072.0,20.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.7468600000000001,4
833,종로구,종로1.2.3.4가동,2009,2009-02-23,2019-07-01,2,폐업,트라이베카,126.9769601,37.57045889,13.0,1,1.0,0,3780,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.14044,1
838,종로구,사직동,2009,2009-03-13,2017-05-04,2,폐업,둘레,126.9660686,37.57747327,32.0,3,22.0,1,2974,403043527.0,54142.0,8.0,58.0,독립문역,126.9579114,37.57446808,03호선,0.79274,4
839,종로구,종로1.2.3.4가동,2009,2009-03-19,2014-11-12,2,폐업,이지웨이,126.9812114,37.56947283,16.5,2,5.0,1,2064,152473261.0,43013.0,2.0,205.0,종각역,126.9831338,37.57022168,01호선,0.18879,1
842,종로구,혜화동,2009,2009-04-24,2020-12-31,1,영업,소풍,126.99204499999999,37.58903004,16.5,2,27.0,1,4269,38917933.0,10048.0,6.0,234.0,혜화역,127.00192460000001,37.5820259,04호선,1.16808,4
848,종로구,종로1.2.3.4가동,2009,2009-05-22,2020-12-31,1,영업,아산엠 매점,126.9896245,37.57097422,24.8,3,1.0,0,4241,385169402.0,28637.0,13.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.23044,1
850,종로구,종로1.2.3.4가동,2009,2009-05-26,2020-12-31,1,영업,엘스,126.98654280000001,37.57707365,33.0,4,1.0,1,4237,385169402.0,28637.0,13.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.11821,1
852,종로구,종로1.2.3.4가동,2009,2009-06-02,2018-02-26,2,폐업,킹콩주스,126.9769601,37.57045889,21.0,2,1.0,1,3191,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.14044,1
857,종로구,청운효자동,2009,2009-06-19,2020-12-31,1,영업,i coffee#,126.96787379999999,37.58106352,30.0,3,1.0,1,4213,739202502.0,82121.0,16.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.77774,4
858,종로구,삼청동,2009,2009-06-26,2020-12-31,1,영업,히든 스페이스,126.9797315,37.57870279,27.81,3,6.0,1,4206,332109487.0,30541.0,13.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.5582199999999999,3
859,종로구,부암동,2009,2009-07-08,2013-01-08,2,폐업,커피집,126.9590645,37.60138873,23.1,2,6.0,1,1280,78629908.0,9137.0,6.0,83.0,무악재역,126.950231,37.58255602,03호선,2.23406,4
860,종로구,부암동,2009,2009-07-13,2020-12-31,1,영업,순,126.9654642,37.59418409,69.0,7,6.0,1,4189,509997120.0,29126.0,6.0,83.0,무악재역,126.950231,37.58255602,03호선,1.8637,4
862,종로구,혜화동,2009,2009-07-17,2020-12-31,1,영업,이삭토스트 성균관대점,126.9947655,37.58439624,8.28,1,15.0,1,4185,110160048.0,12518.0,14.0,234.0,혜화역,127.00192460000001,37.5820259,04호선,0.6837,3
864,종로구,삼청동,2009,2009-08-13,2014-07-14,2,폐업,스타벅스 안국역점,126.98146809999999,37.57640706,262.9,10,5.0,1,1796,332109487.0,30541.0,13.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.34833000000000003,2
866,종로구,종로5.6가동,2009,2009-08-20,2020-12-31,1,영업,카페베네 종로5가점,127.00310640000001,37.57130295,92.03,8,1.0,1,4151,152473261.0,43013.0,2.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.14321,1
867,종로구,가회동,2009,2009-08-26,2020-12-31,1,영업,보티,126.98351699999999,37.57716574,15.0,2,1.0,2,4145,332109487.0,30541.0,13.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.18357,1
872,종로구,종로1.2.3.4가동,2009,2009-09-30,2020-12-31,1,영업,커피데이,126.9875756,37.57060829,15.0,2,1.0,0,4110,152473261.0,43013.0,2.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.40319,2
874,종로구,종로1.2.3.4가동,2009,2009-10-26,2020-12-31,1,영업,할리스커피 종로3가점,126.9872459,37.57058757,357.0,10,1.0,1,4084,152473261.0,43013.0,2.0,205.0,종각역,126.9831338,37.57022168,01호선,0.36469,2
875,종로구,종로1.2.3.4가동,2009,2009-10-30,2013-10-29,2,폐업,elly's coffee(엘리스 커피),126.9946988,37.57564841,15.0,2,1.0,1,1460,206368601.0,17347.0,14.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.62336,3
881,종로구,종로5.6가동,2009,2009-11-25,2019-05-28,2,폐업,이디야(동대문역점),127.0056601,37.57151652,23.1,2,1.0,0,3471,332109487.0,30541.0,13.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.36835999999999997,2
884,종로구,혜화동,2009,2009-12-01,2012-06-13,2,폐업,클라라,126.995952,37.59035703,16.0,2,1.0,1,925,110160048.0,12518.0,14.0,234.0,혜화역,127.00192460000001,37.5820259,04호선,1.0654299999999999,4
886,종로구,이화동,2009,2009-12-09,2015-08-31,2,폐업,이즈(EEZ),126.9977587,37.57620089,86.78,8,1.0,1,2091,332109487.0,30541.0,13.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.67113,3
889,종로구,청운효자동,2009,2009-12-29,2014-04-02,2,폐업,리틀티벳,126.9621831,37.58167735,48.53,5,1.0,1,1555,75620353.0,5980.0,11.0,58.0,독립문역,126.9579114,37.57446808,03호선,0.8856200000000001,4
891,종로구,종로1.2.3.4가동,2010,2010-01-15,2020-12-31,1,영업,굿오브닝 종각점 유한테크노스(주,126.9811689,37.56895115,130.41,9,1.0,1,4003,83213521.0,13240.0,6.0,205.0,종각역,126.9831338,37.57022168,01호선,0.22349000000000002,1
894,종로구,부암동,2010,2010-01-22,2020-12-31,1,영업,올 소울스,126.9595571,37.60107182,26.4,3,1.0,1,3996,78629908.0,9137.0,6.0,83.0,무악재역,126.950231,37.58255602,03호선,2.21678,4
895,종로구,가회동,2010,2010-01-28,2019-10-28,2,폐업,카페 무이,126.98381280000001,37.58185537,50.0,5,1.0,1,3560,570413765.0,42592.0,21.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.61285,3
896,종로구,삼청동,2010,2010-02-02,2012-04-27,2,폐업,카페네스카페 삼청점,126.97910729999998,37.58252638,293.76,10,1.0,1,815,264624047.0,20252.0,15.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.8714799999999999,4
900,종로구,부암동,2010,2010-02-22,2012-04-27,2,폐업,Anne 카페,126.95946129999999,37.59777378,36.3,4,2.0,1,795,739202502.0,82121.0,16.0,83.0,무악재역,126.950231,37.58255602,03호선,1.87743,4
901,종로구,종로5.6가동,2010,2010-02-23,2020-12-31,1,영업,오세븐스,126.9976348,37.57503172,25.2,3,1.0,1,3964,332109487.0,30541.0,13.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.5685399999999999,3
902,종로구,종로5.6가동,2010,2010-02-23,2020-12-31,1,영업,오세븐스,126.9976348,37.57503172,143.42,10,1.0,1,3964,332109487.0,30541.0,13.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.5685399999999999,3
903,종로구,청운효자동,2010,2010-03-03,2013-11-06,2,폐업,디미,126.9686436,37.5828002,19.51,2,1.0,1,1344,739202502.0,82121.0,16.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.8966799999999999,4
908,종로구,사직동,2010,2010-03-12,2020-12-31,1,영업,이디야 커피,126.9646241,37.57779689,30.4,3,1.0,1,3947,403043527.0,54142.0,8.0,58.0,독립문역,126.9579114,37.57446808,03호선,0.6978300000000001,3
909,종로구,삼청동,2010,2010-03-15,2020-12-31,1,영업,27-25 Project,126.9799025,37.58696063,50.68,5,1.0,1,3944,1081377468.0,68072.0,20.0,154.0,안국역,126.98541920000001,37.57649291,03호선,1.2614,4
915,종로구,혜화동,2010,2010-04-07,2019-02-26,2,폐업,카페베네 성대점,126.994848,37.58244109,133.71,9,1.0,1,3247,206368601.0,17347.0,14.0,234.0,혜화역,127.00192460000001,37.5820259,04호선,0.62529,3
923,종로구,가회동,2010,2010-05-31,2020-12-31,1,영업,고이북촌,126.98234409999999,37.5824778,33.06,4,1.0,0,3867,1081377468.0,68072.0,20.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.71855,3
925,종로구,청운효자동,2010,2010-06-01,2020-12-31,1,영업,청운동콩집,126.9653686,37.58641419,29.9,3,1.0,1,3866,739202502.0,82121.0,16.0,83.0,무악재역,126.950231,37.58255602,03호선,1.40117,4
926,종로구,삼청동,2010,2010-06-16,2016-08-19,2,폐업,탁걸(TAK GIRL),126.97908629999999,37.58058719,172.93,10,1.0,1,2256,1081377468.0,68072.0,20.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.72022,3
929,종로구,삼청동,2010,2010-07-02,2020-12-31,1,영업,LN,126.9789821,37.58122172,35.0,4,3.0,1,3835,1081377468.0,68072.0,20.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.7734800000000001,4
933,종로구,창신제1동,2010,2010-07-19,2013-04-15,2,폐업,커피 죤(Coffee Zone),127.01191979999999,37.57315096,9.9,1,1.0,1,1001,152473261.0,43013.0,2.0,61.0,동대문역,127.010618,37.571664,04호선,0.20125,1
935,종로구,종로1.2.3.4가동,2010,2010-07-20,2020-12-31,1,영업,지유명차 종로점,126.9875575,37.57556121,403.26,10,1.0,1,3817,385169402.0,28637.0,13.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.21504,1
936,종로구,종로1.2.3.4가동,2010,2010-07-21,2020-12-31,1,영업,스타벅스 종로3가점,126.9873307,37.57059351,221.7,10,1.0,1,3816,152473261.0,43013.0,2.0,205.0,종각역,126.9831338,37.57022168,01호선,0.37219,2
937,종로구,평창동,2010,2010-07-22,2012-03-23,2,폐업,정혜진 C-Gene,126.9630375,37.61339774,30.0,3,3.0,1,610,114096090.0,6321.0,6.0,43.0,녹번역,126.93581440000001,37.60080316,03호선,2.77707,4
938,종로구,종로1.2.3.4가동,2010,2010-07-28,2020-12-31,1,영업,서울에서 첫번째 전통찻집,126.9769601,37.57045889,26.88,3,2.0,1,3809,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.14044,1
940,종로구,종로1.2.3.4가동,2010,2010-08-02,2020-12-31,1,영업,그라찌에 종로점,126.98836229999999,37.57176311,113.29,9,1.0,1,3804,385169402.0,28637.0,13.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.3652,2
946,종로구,창신제1동,2010,2010-08-27,2020-12-31,1,영업,카페에츠(cafe ats),127.01241409999999,37.57253623,10.0,1,1.0,1,3779,33019016.0,6052.0,8.0,61.0,동대문역,127.010618,37.571664,04호선,0.18564,1
947,종로구,이화동,2010,2010-09-08,2020-12-31,1,영업,코피 발리,127.0018028,37.57721249,15.5,2,1.0,1,3767,821801166.0,77625.0,9.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.69544,3
949,종로구,이화동,2010,2010-09-17,2018-12-28,2,폐업,세븐일레븐(종로율곡점),127.0001656,37.57595774,6.6,1,1.0,1,3024,332109487.0,30541.0,13.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.56858,3
950,종로구,평창동,2010,2010-09-17,2014-01-23,2,폐업,세븐일레븐(종로구기점),126.9555517,37.60775895,6.6,1,1.0,1,1224,61446364.0,9512.0,9.0,43.0,녹번역,126.93581440000001,37.60080316,03호선,1.903,4
958,종로구,숭인제1동,2010,2010-10-19,2015-12-31,2,폐업,까페쟈스,127.0193346,37.57448199,64.8,6,1.0,1,1899,31300229.0,3428.0,2.0,64.0,동묘앞역,127.01634609999999,37.57321306,06호선,0.29879,2
959,종로구,교남동,2010,2010-10-22,2018-08-08,2,폐업,베네 서대문역점,126.9626004,37.56742046,148.5,10,1.0,1,2847,194795257.0,26594.0,5.0,111.0,서대문역,126.96663190000001,37.56574923,05호선,0.40099,2
960,종로구,창신제1동,2010,2010-10-22,2012-12-05,2,폐업,테테루24 동묘점,127.01108889999999,37.5727589,23.0,2,1.0,0,775,152473261.0,43013.0,2.0,61.0,동대문역,127.010618,37.571664,04호선,0.12863,1
961,종로구,종로1.2.3.4가동,2010,2010-11-02,2020-12-31,1,영업,카페부오노,126.9769601,37.57045889,18.0,2,1.0,0,3712,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.14044,1
962,종로구,사직동,2010,2010-11-12,2020-12-31,1,영업,스타벅스 경복궁역,126.9698703,37.57719126,231.0,10,1.0,1,3702,739202502.0,82121.0,16.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.36932,2
963,종로구,삼청동,2010,2010-11-12,2020-12-31,1,영업,해빛,126.9810014,37.576063399999995,60.0,6,1.0,1,3702,332109487.0,30541.0,13.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.39224000000000003,2
964,종로구,숭인제1동,2010,2010-11-17,2016-08-01,2,폐업,베네 동묘역점,127.0139521,37.57296827,236.36,10,1.0,1,2084,152473261.0,43013.0,2.0,64.0,동묘앞역,127.01634609999999,37.57321306,06호선,0.21273000000000003,1
965,종로구,종로1.2.3.4가동,2010,2010-11-17,2019-03-18,2,폐업,(주)삼가연정,126.9827166,37.57573096,62.3,6,1.0,1,3043,607241430.0,71446.0,9.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.25279,1
966,종로구,가회동,2010,2010-11-19,2013-01-18,2,폐업,유심정,126.9839462,37.58097579,13.2,1,1.0,1,791,570413765.0,42592.0,21.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.5151,3
967,종로구,종로1.2.3.4가동,2010,2010-11-23,2020-12-31,1,영업,스타벅스 종로관철점,126.9830993,37.56907668,200.0,10,1.0,1,3691,152473261.0,43013.0,2.0,205.0,종각역,126.9831338,37.57022168,01호선,0.12735,1
968,종로구,숭인제1동,2010,2010-11-24,2013-08-05,2,폐업,까페 띠아모,127.0176288,37.57475817,66.0,7,1.0,1,985,152473261.0,43013.0,2.0,64.0,동묘앞역,127.01634609999999,37.57321306,06호선,0.20565999999999998,1
969,종로구,종로5.6가동,2010,2010-11-30,2015-04-22,2,폐업,Take Coffe(테이크 커피),127.0057291,37.57137771,10.0,1,1.0,1,1604,152473261.0,43013.0,2.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.37213,2
971,종로구,청운효자동,2010,2010-12-09,2020-12-31,1,영업,광화문커피,126.9657876,37.58118564,62.26,6,1.0,0,3675,403043527.0,54142.0,8.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.91791,4
974,종로구,종로1.2.3.4가동,2010,2010-12-16,2013-09-09,2,폐업,PL3(피엘삼),126.9773081,37.57419711,79.34,7,1.0,1,998,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.29472,2
975,종로구,삼청동,2010,2010-12-22,2017-08-30,2,폐업,코코브루니 삼청점,126.9779527,37.58009992,297.52,10,1.0,1,2443,1081377468.0,68072.0,20.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.77059,4
978,종로구,종로1.2.3.4가동,2010,2010-12-30,2013-05-15,2,폐업,바로 이 맛,126.9855403,37.56936803,15.0,2,1.0,1,867,607241430.0,71446.0,9.0,205.0,종각역,126.9831338,37.57022168,01호선,0.23237,1
980,종로구,종로1.2.3.4가동,2010,2010-12-31,2018-04-24,2,폐업,자스(jass),126.9791886,37.57512337,33.22,4,3.0,1,2671,332109487.0,30541.0,13.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.45788,3
981,종로구,종로1.2.3.4가동,2010,2010-12-31,2020-12-31,1,영업,오번가카페,126.99656940000001,37.57112661,33.0,4,3.0,1,3653,152473261.0,43013.0,2.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.39782,2
983,종로구,삼청동,2011,2011-01-07,2020-12-31,1,영업,브리진,126.97909809999999,37.58330962,120.96,9,1.0,1,3646,264624047.0,20252.0,15.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.94065,4
986,종로구,사직동,2011,2011-02-28,2014-12-26,2,폐업,카페 빈,126.97036100000001,37.57807627,88.0,8,1.0,1,1397,739202502.0,82121.0,16.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.38692,2
991,종로구,평창동,2011,2011-03-04,2019-03-14,2,폐업,스타벅스 종로평창,126.9638915,37.6058034,288.0,10,1.0,1,2932,78629908.0,9137.0,6.0,83.0,무악재역,126.950231,37.58255602,03호선,2.85145,4
992,종로구,혜화동,2011,2011-03-04,2015-12-17,2,폐업,세렌디피티(SERENDIPITY),126.9943826,37.58518674,226.58,10,1.0,1,1749,110160048.0,12518.0,14.0,234.0,혜화역,127.00192460000001,37.5820259,04호선,0.7518,4
993,종로구,종로5.6가동,2011,2011-03-09,2020-12-31,1,영업,커피온리(종로5가역점),126.9965976,37.5723378,23.1,2,1.0,1,3585,152473261.0,43013.0,2.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.44664,2
994,종로구,부암동,2011,2011-03-15,2020-12-31,1,영업,구멍가게,126.9580845,37.60209877,17.86,2,1.0,2,3579,78629908.0,9137.0,6.0,83.0,무악재역,126.950231,37.58255602,03호선,2.28056,4
997,종로구,종로1.2.3.4가동,2011,2011-03-24,2013-11-08,2,폐업,퀴즈노스트윈트리점,126.9772514,37.57546356,68.0,7,1.0,1,960,332109487.0,30541.0,13.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.43113999999999997,2
998,종로구,부암동,2011,2011-04-01,2014-11-04,2,폐업,럭키마트,126.9628784,37.59345895,6.6,1,1.0,1,1313,509997120.0,29126.0,6.0,83.0,무악재역,126.950231,37.58255602,03호선,1.6467200000000002,4
1000,종로구,종로1.2.3.4가동,2011,2011-04-07,2020-12-31,1,영업,스타벅스 경복궁사거리점,126.9772514,37.57546356,198.0,10,1.0,0,3556,332109487.0,30541.0,13.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.43113999999999997,2
1003,종로구,종로1.2.3.4가동,2011,2011-04-12,2013-03-20,2,폐업,오가다 트윈트리점,126.9772514,37.57546356,33.6,4,1.0,1,708,332109487.0,30541.0,13.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.43113999999999997,2
1005,종로구,삼청동,2011,2011-04-12,2020-12-31,1,영업,카페도드리,126.978501,37.5864946,49.52,5,1.0,1,3551,264624047.0,20252.0,15.0,154.0,안국역,126.98541920000001,37.57649291,03호선,1.26827,4
1007,종로구,창신제1동,2011,2011-04-21,2020-12-31,1,영업,작은나무,127.0122906,37.57811032,18.75,2,1.0,1,3542,33019016.0,6052.0,8.0,217.0,창신역,127.0152833,37.57941204,06호선,0.30084,2
1008,종로구,종로1.2.3.4가동,2011,2011-04-27,2012-04-06,2,폐업,훼미리마트 원남사거리,126.9950783,37.57562841,3.3,1,1.0,0,345,332109487.0,30541.0,13.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.63417,3
1015,종로구,종로5.6가동,2011,2011-05-16,2020-12-31,1,영업,(The coffee) 더 커피,127.0035043,37.57038836,59.4,6,1.0,1,3517,152473261.0,43013.0,2.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.18453,1
1017,종로구,혜화동,2011,2011-05-24,2012-11-22,2,폐업,카페 트랄랄라,126.99533020000001,37.5822159,565.0,10,1.0,1,548,206368601.0,17347.0,14.0,234.0,혜화역,127.00192460000001,37.5820259,04호선,0.58148,3
1018,종로구,종로1.2.3.4가동,2011,2011-05-24,2020-12-31,1,영업,오후,126.98712309999999,37.57073445,40.0,4,1.0,1,3509,385169402.0,28637.0,13.0,205.0,종각역,126.9831338,37.57022168,01호선,0.35618,2
1021,종로구,청운효자동,2011,2011-06-08,2013-12-09,2,폐업,"뉴욕커피, 핫도그",126.9685874,37.58032799,21.85,2,1.0,1,915,739202502.0,82121.0,16.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.6748,3
1022,종로구,종로1.2.3.4가동,2011,2011-06-08,2015-07-08,2,폐업,커피 올웨이즈(cafe always),126.98959450000001,37.57019194,19.8,2,1.0,1,1491,152473261.0,43013.0,2.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.22615,1
1024,종로구,종로1.2.3.4가동,2011,2011-06-14,2020-12-31,1,영업,재재 종로점,126.9774628,37.57225014,19.8,2,1.0,1,3488,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.1147,1
1025,종로구,사직동,2011,2011-06-16,2012-07-16,2,폐업,리틀브라운,126.9695493,37.57738895,49.59,5,1.0,1,396,739202502.0,82121.0,16.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.40431999999999996,2
1026,종로구,종로1.2.3.4가동,2011,2011-06-23,2020-12-31,1,영업,스타벅스 이마빌딩점,126.976128,37.57390936,302.0,10,1.0,1,3479,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.25311,1
1028,종로구,종로1.2.3.4가동,2011,2011-07-14,2014-09-22,2,폐업,싱그러움,126.9958771,37.57489766,34.31,4,1.0,1,1166,206368601.0,17347.0,14.0,206.0,종로3가역,126.9921442,37.57042084,03호선,0.5966899999999999,3
1029,종로구,청운효자동,2011,2011-07-15,2020-12-31,1,영업,송스키친,126.9657193,37.57917468,25.04,3,1.0,1,3457,403043527.0,54142.0,8.0,10.0,경복궁역,126.97366869999999,37.5757881,03호선,0.7953399999999999,4
1030,종로구,종로1.2.3.4가동,2011,2011-07-21,2013-10-28,2,폐업,비스켓,126.98299999999999,37.56869196,165.58,10,1.0,1,830,83213521.0,13240.0,6.0,205.0,종각역,126.9831338,37.57022168,01호선,0.17051,1
1034,종로구,종로1.2.3.4가동,2011,2011-07-29,2020-12-31,1,영업,카페 해오름,126.98475459999999,37.57221698,23.74,3,1.0,1,3443,607241430.0,71446.0,9.0,205.0,종각역,126.9831338,37.57022168,01호선,0.26387,1
1036,종로구,종로1.2.3.4가동,2011,2011-08-10,2015-09-30,2,폐업,씨앤앤 카페 영풍문고 종로점,126.9792415,37.56957984,64.71,6,1.0,1,1512,83213521.0,13240.0,6.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.33909,2
1038,종로구,종로1.2.3.4가동,2011,2011-08-16,2020-12-31,1,영업,카페 드롭탑,126.9792415,37.56957984,56.89,6,1.0,1,3425,83213521.0,13240.0,6.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.33909,2
1039,종로구,종로5.6가동,2011,2011-08-19,2020-12-31,1,영업,미니찻집,127.00403600000001,37.57080236,6.6,1,1.0,1,3422,152473261.0,43013.0,2.0,207.0,종로5가역,127.0015395,37.57096169,01호선,0.22074000000000002,1
1040,종로구,종로1.2.3.4가동,2011,2011-08-25,2020-12-31,1,영업,아트센터나비미술관(카페나비),126.9774773,37.56961583,16.13,2,1.0,1,3416,152473261.0,43013.0,2.0,18.0,광화문역,126.9764096,37.5716441,05호선,0.24438000000000001,1
1041,종로구,종로1.2.3.4가동,2011,2011-08-29,2020-12-31,1,영업,카페드람브르,126.9833646,37.56995122,527.08,10,1.0,1,3412,152473261.0,43013.0,2.0,205.0,종각역,126.9831338,37.57022168,01호선,0.03631,1
1043,종로구,숭인제1동,2011,2011-09-01,2020-12-31,1,영업,커피리스트,127.0179837,37.57420872,108.0,9,1.0,1,3409,152473261.0,43013.0,2.0,64.0,동묘앞역,127.01634609999999,37.57321306,06호선,0.1819,1
1045,종로구,삼청동,2011,2011-09-07,2020-12-31,1,영업,(주)커피빈코리아 삼청동점,126.97888449999999,37.58514306,476.21,10,4.0,1,3403,264624047.0,20252.0,15.0,154.0,안국역,126.98541920000001,37.57649291,03호선,1.12105,4
1046,종로구,가회동,2011,2011-09-14,2020-12-31,1,영업,매스커피 안국역점,126.9836998,37.57810438,45.11,5,1.0,1,3396,570413765.0,42592.0,21.0,154.0,안국역,126.98541920000001,37.57649291,03호선,0.23465999999999998,1
1049,종로구,무악동,2011,2011-10-05,2020-12-31,1,영업,커피 콩콩,126.9559788,37.57385766,28.89,3,1.0,0,3375,51536367.0,7629.0,4.0,58.0,독립문역,126.9579114,37.57446808,03호선,0.18335,1
